user_id,track_id,rating
67,8524,4
67,5732,4
67,6309,3
68,3564,1
68,3773,5
68,5519,5
68,3358,1
68,6220,3
68,2600,2
68,8906,1
68,4537,2
68,7539,2
68,9957,3
69,8410,4
69,2759,4
69,3131,2
69,2370,1
69,2809,1
69,161,3
69,3661,1
69,4394,5
69,8246,2
69,9082,2
70,9281,3
70,7517,3
70,3217,1
70,5199,1
70,8378,2
70,5505,3
70,3469,4
70,3133,2
70,7490,3
70,5326,1
71,7584,2
71,8427,5
71,7634,2
71,8234,1
71,9696,1
71,7824,5
71,9507,1
71,2900,5
71,2896,2
71,9297,5
72,7221,3
72,5399,2
72,8694,1
72,674,5
72,6874,1
72,294,1
72,2197,3
72,3422,2
72,946,1
72,3470,1
73,8213,2
73,7591,4
73,6288,5
73,4055,2
73,5726,4
73,4405,1
73,6074,2
73,8360,3
73,6506,4
73,1598,1
74,3861,5
74,5316,1
74,1682,1
74,4136,5
74,9580,1
74,9487,3
74,5452,2
74,9145,1
74,6771,5
74,336,5
75,2582,2
75,4334,2
75,5882,4
75,2853,3
75,4987,5
75,7526,5
75,1376,2
75,1307,2
75,8957,4
75,9093,2
76,962,1
76,6198,1
76,3731,4
76,1699,1
76,981,5
76,2060,5
76,2622,3
76,9434,2
76,7831,4
76,8424,3
77,2803,3
77,6787,5
77,4918,2
77,9670,2
77,4855,5
77,3641,3
77,2039,5
77,4578,3
77,5424,1
77,206,5
78,6039,5
78,3165,5
78,967,4
78,9045,5
78,7550,5
78,6187,5
78,7988,1
78,7251,4
78,8912,2
78,6568,1
79,3318,2
79,8360,1
79,4634,1
79,5331,3
79,6512,1
79,1817,5
79,4972,1
79,121,3
79,5698,1
79,742,3
80,4282,5
80,3836,1
80,598,3
80,3868,5
80,3344,3
80,8116,2
80,8487,4
80,4781,5
80,7781,1
80,8561,5
81,3002,4
81,8580,2
81,5719,5
81,3102,4
81,9334,3
81,5731,5
81,8960,4
81,615,4
81,5743,1
81,1991,4
82,6232,4
82,7025,4
82,7776,3
82,762,1
82,2262,2
82,9053,2
82,187,3
82,9762,5
82,901,1
82,3477,5
83,6443,2
83,4434,4
83,5864,3
83,6810,2
83,5231,5
83,4565,5
83,5913,4
83,5540,1
83,2419,1
83,9258,4
84,6703,5
84,7102,4
84,1650,4
84,4226,3
84,2240,3
84,4754,3
84,9304,5
84,5490,3
84,6035,4
84,1366,1
85,3050,4
85,7413,5
85,9296,3
85,3903,4
85,9602,1
85,3565,1
85,8792,4
85,3561,5
85,4206,5
85,8902,2
86,7688,4
86,7817,2
86,3601,2
86,8751,3
86,623,2
86,6274,2
86,8147,4
86,6354,2
86,8981,3
86,4420,4
87,3773,4
87,6717,4
87,9753,1
87,9966,4
87,7146,1
87,445,3
87,1410,1
87,7381,5
87,7122,1
87,2534,3
88,6470,5
88,1829,1
88,1734,4
88,6791,1
88,3239,3
88,8259,4
88,716,5
88,8703,2
88,7626,3
88,7847,2
89,7828,1
89,4818,5
89,8704,5
89,4405,1
89,7484,3
89,7739,3
89,9616,1
89,3644,1
89,7713,3
89,4677,5
90,6678,3
90,1850,4
90,1355,3
90,1382,5
90,5892,4
90,4013,5
90,2713,1
90,3252,2
90,9164,3
90,1864,1
91,4085,3
91,8387,2
91,9308,5
91,1332,3
91,1923,4
91,7310,3
91,3007,3
91,755,3
91,1779,2
91,3243,2
92,1065,2
92,666,1
92,9436,1
92,2431,1
92,1963,1
92,7876,4
92,6420,2
92,1516,5
92,4654,1
92,3664,3
93,3077,2
93,4864,2
93,9746,5
93,750,2
93,1494,2
93,5600,2
93,3851,1
93,2540,5
93,9146,2
93,3042,4
94,496,1
94,1906,1
94,5076,5
94,3925,3
94,5071,3
94,6146,1
94,8612,1
94,2256,2
94,1803,2
94,3754,1
95,8018,2
95,7696,4
95,3539,1
95,9892,4
95,3633,3
95,8440,5
95,2893,5
95,2491,2
95,9738,5
95,9849,3
96,3038,1
96,825,3
96,6195,4
96,4910,3
96,8515,4
96,10027,3
96,6141,3
96,5222,5
96,1055,3
96,816,3
97,2709,5
97,2429,3
97,9462,1
97,407,2
97,1894,1
97,8814,2
97,720,1
97,9407,3
97,1597,4
97,4652,1
98,10013,1
98,8521,3
98,969,4
98,5737,2
98,4712,1
98,4865,1
98,9576,3
98,9826,2
98,1501,1
98,7815,5
99,6217,3
99,9775,4
99,3741,4
99,3436,3
99,7017,3
99,6418,5
99,5964,5
99,5931,2
99,7193,4
99,5473,5
100,9468,3
100,9727,2
100,3863,3
100,1948,3
100,8169,2
100,9899,2
100,8080,1
100,841,3
100,8972,4
100,5644,4
101,4772,1
101,1923,1
101,8539,4
101,8811,3
101,7909,4
101,5814,1
101,9323,3
101,2911,1
101,3527,1
101,95,5
102,1219,2
102,88,1
102,2619,5
102,8153,2
102,7765,3
102,9086,2
102,6877,5
102,5505,2
102,2526,5
102,6664,4
103,4496,5
103,7358,5
103,977,3
103,3726,4
103,2637,5
103,4614,4
103,6171,2
103,6845,2
103,6456,4
103,8068,2
104,3295,3
104,7656,1
104,7757,5
104,2401,1
104,3528,2
104,5658,5
104,8043,2
104,7465,5
104,4433,5
104,5553,5
105,7269,3
105,6682,3
105,7232,5
105,4195,3
105,524,2
105,8008,4
105,6611,4
105,5958,3
105,5433,1
105,6861,3
106,1229,4
106,1325,4
106,2519,4
106,2854,3
106,5440,2
106,9529,5
106,6477,4
106,4690,5
106,3965,4
106,8572,3
107,2464,5
107,3969,2
107,3513,3
107,7893,5
107,6338,3
107,3026,4
107,5824,5
107,7410,5
107,3355,3
107,6033,2
108,2791,5
108,1970,1
108,7742,2
108,3420,5
108,4084,4
108,5227,4
108,8902,5
108,984,4
108,6561,4
108,4684,5
109,6740,1
109,976,1
109,1997,5
109,4701,3
109,3756,2
109,6884,3
109,6917,4
109,7567,1
109,6610,1
109,6051,5
110,5728,1
110,9912,5
110,9176,1
110,4321,5
110,9045,1
110,4879,5
110,7556,5
110,8334,4
110,2542,2
110,5062,5
111,2425,1
111,8537,1
111,5051,1
111,8121,1
111,2354,3
111,145,2
111,158,1
111,2097,2
111,9954,5
111,8090,3
112,6798,1
112,5922,5
112,8023,1
112,3277,4
112,7409,5
112,3668,2
112,6882,2
112,708,3
112,271,1
112,1045,3
113,4455,3
113,2513,1
113,207,2
113,9170,5
113,9981,2
113,579,2
113,6105,1
113,7601,5
113,7402,5
113,6823,4
114,8402,1
114,77,4
114,4093,1
114,9453,5
114,3704,3
114,6233,3
114,8085,3
114,7556,5
114,2760,5
114,436,4
115,3333,1
115,7197,4
115,4924,1
115,8996,2
115,3751,4
115,5224,1
115,1217,2
115,5967,3
115,107,2
115,3810,3
116,1946,1
116,1679,3
116,5850,4
116,1425,3
116,5286,2
116,8405,5
116,9564,3
116,7203,5
116,5376,3
116,1269,3
117,4075,1
117,1367,1
117,7515,5
117,1488,5
117,2436,5
117,7379,3
117,8217,4
117,3347,1
117,8658,1
117,5307,4
118,6189,4
118,1237,4
118,287,1
118,7759,3
118,3545,5
118,5333,2
118,3370,4
118,9542,3
118,7967,2
118,1487,1
119,5920,1
119,6258,1
119,600,1
119,8885,1
119,4078,4
119,5963,4
119,378,1
119,251,3
119,4444,2
119,789,3
120,1875,1
120,6997,3
120,4871,1
120,5560,3
120,9910,1
120,4268,4
120,8082,3
120,5360,2
120,4178,1
120,1292,2
121,675,1
121,4219,1
121,6550,1
121,7875,1
121,8552,3
121,7880,1
121,2971,1
121,7589,4
121,2088,5
121,7243,2
122,7276,1
122,8948,2
122,934,2
122,9699,1
122,4963,4
122,274,2
122,506,3
122,7000,4
122,1298,4
122,2827,3
123,1046,2
123,8634,2
123,4693,1
123,7083,4
123,7457,5
123,4984,3
123,4029,5
123,2374,4
123,3216,2
123,99,3
124,583,4
124,6047,5
124,1562,4
124,4215,2
124,774,4
124,1579,5
124,2134,5
124,7923,2
124,6897,3
124,8503,3
125,3486,5
125,763,5
125,887,5
125,9695,4
125,621,3
125,9213,4
125,2052,1
125,8401,1
125,2961,2
125,9186,1
126,7352,1
126,1009,5
126,4021,1
126,5810,5
126,216,3
126,6788,1
126,4724,5
126,1424,4
126,6848,2
126,5194,5
127,3203,3
127,2555,2
127,2919,4
127,3590,2
127,2663,3
127,1339,2
127,8425,2
127,2253,5
127,2028,3
127,4209,5
128,1506,5
128,7288,2
128,4878,1
128,2590,5
128,8449,1
128,4452,5
128,9163,2
128,5580,2
128,9655,3
128,687,2
129,1944,1
129,9180,3
129,2869,5
129,6094,3
129,3900,3
129,5602,2
129,3902,4
129,4195,2
129,9201,1
129,4011,5
130,2828,4
130,2878,1
130,517,3
130,1203,1
130,5098,4
130,1783,3
130,2693,1
130,8255,3
130,2904,5
130,9011,2
131,2470,4
131,1285,1
131,7504,1
131,8453,4
131,4765,3
131,2088,1
131,3414,2
131,4914,1
131,8940,4
131,5708,1
132,6962,3
132,4541,5
132,1032,3
132,1130,5
132,3973,4
132,6902,2
132,2778,2
132,1580,3
132,5831,3
132,7935,5
133,3917,1
133,7478,3
133,7186,3
133,5937,5
133,1945,4
133,5796,3
133,3820,2
133,7408,2
133,1192,1
133,1822,5
134,8566,2
134,3193,3
134,1794,4
134,1601,4
134,6574,3
134,8437,5
134,173,4
134,7918,4
134,6375,3
134,8332,2
135,5953,4
135,3121,1
135,6371,5
135,221,4
135,4895,1
135,7266,1
135,8022,5
135,8482,4
135,729,5
135,1302,4
136,9068,2
136,6228,3
136,9595,3
136,222,4
136,4687,4
136,7378,1
136,7948,2
136,625,1
136,860,5
136,7183,1
137,7886,3
137,3263,5
137,7116,1
137,8279,5
137,8759,5
137,6439,5
137,5616,1
137,6900,2
137,8960,5
137,5037,3
138,833,2
138,5066,4
138,2333,1
138,4522,5
138,6028,2
138,3509,4
138,5120,2
138,2917,4
138,3600,4
138,9143,4
139,6236,2
139,1942,3
139,5323,1
139,3899,3
139,8892,1
139,8037,5
139,4421,3
139,200,1
139,4109,4
139,4164,2
140,8744,1
140,4483,1
140,3906,5
140,1695,4
140,2852,1
140,9256,4
140,6228,1
140,2359,5
140,6568,3
140,8918,5
141,1979,2
141,4536,3
141,112,5
141,4892,5
141,2983,3
141,4480,5
141,8607,4
141,1021,5
141,8926,4
141,7291,4
142,3571,2
142,5128,2
142,6268,4
142,6683,3
142,7397,3
142,543,5
142,7976,3
142,3115,2
142,7601,3
142,1692,4
143,6488,1
143,6462,1
143,9695,4
143,6361,1
143,1485,3
143,6738,2
143,1154,2
143,6813,1
143,3874,5
143,8876,4
144,6320,3
144,895,2
144,6331,1
144,4342,4
144,3414,4
144,7455,5
144,9894,5
144,7477,4
144,79,3
144,5041,1
145,4770,4
145,4412,2
145,2033,4
145,8012,3
145,4586,4
145,5360,1
145,1393,5
145,5419,2
145,8199,5
145,5781,5
146,8526,5
146,310,2
146,9114,1
146,6622,2
146,9542,3
146,2110,4
146,8240,1
146,7576,3
146,3226,2
146,2241,3
147,73,3
147,2000,4
147,8500,5
147,5829,2
147,699,2
147,5251,4
147,2396,4
147,1439,3
147,2159,4
147,3998,5
148,9742,2
148,5261,4
148,4937,5
148,1342,3
148,7555,2
148,8837,5
148,4132,1
148,859,4
148,3877,5
148,4178,4
149,5379,5
149,2057,1
149,5821,1
149,3380,1
149,6789,4
149,4471,5
149,7612,2
149,7540,5
149,8331,4
149,2214,4
150,5843,5
150,5509,2
150,9317,3
150,3223,3
150,4113,3
150,1952,2
150,2796,4
150,9897,5
150,58,4
150,154,5
151,4989,5
151,6431,2
151,1102,1
151,9116,4
151,6366,5
151,10024,1
151,2972,1
151,4302,3
151,3406,5
151,8585,3
152,2556,1
152,636,5
152,445,2
152,7517,5
152,1914,5
152,8647,2
152,1577,4
152,8674,2
152,6533,5
152,6357,4
153,4187,4
153,6152,4
153,259,5
153,4751,4
153,5341,2
153,9742,1
153,8284,3
153,7507,1
153,5284,1
153,5462,2
154,1348,2
154,9580,4
154,9420,1
154,8816,2
154,3126,4
154,5361,2
154,7580,2
154,3516,4
154,7158,2
154,3723,1
155,8399,2
155,3327,1
155,6225,1
155,9324,4
155,2275,5
155,7985,4
155,8180,2
155,9065,3
155,2820,2
155,5209,1
156,3903,5
156,6875,1
156,9054,3
156,7794,1
156,1748,5
156,1223,3
156,6566,4
156,8667,5
156,2499,3
156,3754,5
157,3921,5
157,9332,4
157,7731,1
157,6334,1
157,8975,4
157,6499,1
157,8969,2
157,7818,3
157,6103,4
157,2778,1
158,9490,5
158,5358,3
158,3231,1
158,5793,2
158,2428,4
158,3071,2
158,9167,1
158,9726,4
158,7138,1
158,2321,5
159,9473,5
159,9354,3
159,5811,2
159,6177,5
159,8940,5
159,9387,5
159,87,2
159,9155,2
159,3836,3
159,8544,5
160,3018,4
160,1263,3
160,7652,4
160,2583,5
160,9870,5
160,1034,5
160,9586,5
160,2335,5
160,7477,3
160,1155,3
161,7437,5
161,9120,5
161,7246,5
161,3432,2
161,7154,4
161,576,2
161,3994,3
161,9945,1
161,1089,3
161,1130,3
162,6674,4
162,7917,2
162,7883,2
162,4180,2
162,3667,2
162,4468,3
162,7646,2
162,4576,4
162,1669,1
162,8013,1
163,6518,1
163,10042,3
163,936,5
163,9201,2
163,2273,1
163,3046,3
163,466,4
163,252,1
163,9145,5
163,5939,1
164,7724,3
164,5152,4
164,1005,2
164,8202,3
164,6671,4
164,1646,1
164,3357,4
164,7265,2
164,777,5
164,4807,5
165,9565,5
165,2548,1
165,4434,5
165,2117,3
165,8767,4
165,3034,4
165,56,5
165,1844,2
165,6471,3
165,4842,2
166,2988,3
166,6433,5
166,2052,1
166,8988,2
166,762,5
166,6405,1
166,7435,3
166,2876,3
166,5945,3
166,6467,4
167,4736,5
167,7298,1
167,881,3
167,707,1
167,9861,4
167,1347,4
167,5116,3
167,1656,5
167,9242,1
167,1123,5
168,1617,1
168,924,5
168,8721,2
168,598,5
168,8362,2
168,4559,5
168,8934,1
168,280,4
168,7962,4
168,9648,3
169,7824,5
169,9623,4
169,4542,3
169,6206,3
169,9186,2
169,3561,4
169,9603,3
169,9708,3
169,7043,4
169,4526,2
170,3121,1
170,5097,2
170,9299,3
170,9138,2
170,1237,4
170,262,5
170,9551,2
170,6923,5
170,8803,5
170,9794,5
171,4006,2
171,930,1
171,954,1
171,6363,1
171,7305,1
171,3847,4
171,3861,2
171,2925,5
171,121,1
171,6392,1
172,5716,5
172,9280,5
172,3284,1
172,2769,5
172,7259,5
172,7769,5
172,3809,3
172,654,3
172,9543,5
172,8315,2
173,6964,3
173,5516,1
173,2912,3
173,5930,1
173,7834,2
173,3894,5
173,5473,2
173,8571,5
173,4379,5
173,9195,2
174,2779,4
174,3435,3
174,5309,2
174,6590,5
174,3979,5
174,4452,2
174,9703,4
174,3245,4
174,7210,2
174,3327,5
175,6282,2
175,2604,5
175,8195,5
175,6287,1
175,6472,2
175,7956,2
175,1492,5
175,2324,4
175,2401,2
175,8666,5
176,4414,4
176,7137,5
176,178,2
176,1943,3
176,6690,1
176,5753,2
176,4951,4
176,4444,4
176,6965,5
176,4112,4
177,7116,4
177,7117,3
177,2652,5
177,9676,4
177,8601,4
177,4265,5
177,9040,1
177,4341,5
177,6867,4
177,299,1
178,7412,4
178,7401,4
178,4926,2
178,7949,1
178,4951,4
178,4327,3
178,266,1
178,9283,4
178,1003,2
178,1657,3
179,4420,1
179,5529,3
179,9716,1
179,6896,2
179,7247,3
179,6390,3
179,4680,4
179,4390,1
179,3092,1
179,8713,2
180,3590,2
180,8869,3
180,681,3
180,8917,1
180,5405,2
180,2568,5
180,2334,5
180,5124,3
180,3814,4
180,6070,5
181,3699,4
181,5296,4
181,7804,5
181,2341,2
181,1800,2
181,7823,4
181,8447,2
181,7807,4
181,191,2
181,4493,5
182,9566,3
182,3845,5
182,6500,2
182,4115,2
182,9215,1
182,4651,2
182,1273,4
182,7393,1
182,8131,5
182,4435,4
183,5509,5
183,8509,3
183,3741,2
183,3349,4
183,1158,2
183,3972,1
183,8869,4
183,5426,4
183,5496,3
183,6135,4
184,9423,2
184,2138,5
184,8408,1
184,4745,2
184,683,3
184,6999,4
184,5793,3
184,9403,4
184,8283,1
184,838,4
185,3449,4
185,4727,5
185,2542,3
185,4835,2
185,5450,2
185,4138,2
185,1319,5
185,8835,5
185,6661,5
185,8169,5
186,5071,3
186,5786,5
186,1147,2
186,7975,2
186,5325,2
186,8823,2
186,1730,4
186,3925,1
186,5752,1
186,1972,3
187,2526,1
187,5178,1
187,6613,5
187,4383,2
187,2244,3
187,2513,1
187,3699,1
187,8304,3
187,7940,3
187,7822,3
188,9033,2
188,4344,5
188,1417,4
188,7717,4
188,2256,3
188,5634,1
188,2396,1
188,3605,4
188,9388,3
188,5993,4
189,3184,4
189,2053,2
189,3810,1
189,7511,5
189,5779,4
189,2601,1
189,4891,4
189,8670,3
189,2634,3
189,2676,4
190,3291,2
190,4051,3
190,785,3
190,1891,1
190,2723,3
190,9908,3
190,4168,1
190,1023,1
190,1017,4
190,4889,3
191,7191,4
191,7697,5
191,4980,1
191,5517,3
191,5300,2
191,6795,3
191,1271,3
191,1142,3
191,6637,1
191,7312,4
192,541,1
192,5429,3
192,5109,1
192,4313,5
192,8409,4
192,7059,1
192,8845,2
192,610,2
192,1093,5
192,4155,5
193,3109,5
193,5997,4
193,9197,2
193,969,4
193,6671,3
193,3115,1
193,9120,2
193,4394,2
193,6365,2
193,8491,3
194,361,5
194,8064,5
194,1514,1
194,1363,1
194,2359,3
194,5288,2
194,3878,5
194,4898,1
194,9861,1
194,3227,3
195,2317,1
195,2029,1
195,9632,5
195,8748,2
195,600,2
195,885,3
195,2452,4
195,6292,1
195,9364,1
195,2085,4
196,3913,1
196,9642,2
196,5325,3
196,7601,2
196,1013,4
196,157,3
196,3611,5
196,3674,1
196,1614,5
196,7865,4
197,1944,4
197,1710,2
197,4531,2
197,693,1
197,5391,2
197,8289,3
197,1330,5
197,2425,1
197,8038,5
197,1256,5
198,359,4
198,5091,2
198,1031,5
198,1576,2
198,4219,1
198,7901,5
198,3325,2
198,2849,2
198,8152,4
198,973,1
199,8125,2
199,9411,5
199,9699,4
199,4304,4
199,8259,2
199,7885,5
199,5053,3
199,2224,1
199,8064,4
199,5339,3
200,4801,2
200,4263,5
200,7241,4
200,4812,3
200,5125,1
200,1229,1
200,273,2
200,4116,2
200,1844,4
200,5059,3
201,2462,4
201,5322,1
201,6669,3
201,225,2
201,3286,4
201,1522,3
201,1664,2
201,2005,3
201,184,4
201,985,3
202,1818,3
202,3359,2
202,8106,3
202,6773,2
202,2916,4
202,7912,4
202,3291,1
202,3236,2
202,5230,3
202,3120,3
203,1075,5
203,1547,3
203,6304,3
203,6226,5
203,9240,4
203,6185,3
203,5261,5
203,9645,5
203,9219,4
203,2490,3
204,3974,1
204,4291,5
204,4471,4
204,7842,4
204,6866,1
204,195,2
204,83,1
204,6399,2
204,4369,2
204,5619,3
205,8097,2
205,5190,3
205,7890,4
205,4844,2
205,4408,4
205,9459,2
205,7555,5
205,767,1
205,5013,2
205,6837,3
206,1086,5
206,8725,1
206,9339,1
206,4029,4
206,3500,5
206,859,1
206,4361,2
206,2054,3
206,6222,4
206,4204,1
207,8631,1
207,5210,5
207,913,4
207,601,5
207,6508,4
207,6907,3
207,6173,1
207,10008,5
207,9075,5
207,9308,1
208,1266,4
208,4129,5
208,5469,1
208,5308,3
208,3448,3
208,6312,2
208,7189,1
208,5069,2
208,5030,5
208,9044,2
209,2685,3
209,3441,1
209,6777,4
209,7086,3
209,1109,2
209,4598,4
209,5662,4
209,2560,2
209,2094,4
209,136,3
210,2900,2
210,8135,1
210,2867,5
210,7479,5
210,1702,1
210,5004,5
210,3713,2
210,6429,4
210,6029,4
210,8287,3
211,5786,2
211,7996,5
211,4637,4
211,4059,2
211,9100,2
211,1774,3
211,74,1
211,1216,1
211,4033,5
211,7022,5
212,1986,3
212,2749,4
212,1480,2
212,2056,5
212,5644,4
212,6237,5
212,3831,5
212,8043,5
212,660,3
212,5283,3
213,5452,5
213,428,3
213,4549,1
213,7438,5
213,3952,4
213,1197,3
213,3200,1
213,1658,2
213,2996,3
213,6119,2
214,1947,4
214,9399,2
214,6494,4
214,3541,1
214,5997,4
214,6757,5
214,5001,3
214,7680,1
214,9542,2
214,7656,3
215,9669,1
215,3012,5
215,5484,1
215,8757,5
215,146,1
215,6451,2
215,982,1
215,8205,1
215,9814,4
215,9518,4
216,2171,5
216,4846,4
216,1093,2
216,602,1
216,1465,4
216,8308,4
216,1378,3
216,4455,2
216,5433,1
216,7624,3
217,8411,1
217,7998,4
217,3192,3
217,5278,1
217,5521,1
217,1080,5
217,9904,1
217,4457,2
217,1871,1
217,5200,1
218,8834,1
218,580,1
218,9370,1
218,7601,3
218,1781,3
218,9152,2
218,9144,1
218,249,4
218,2722,3
218,7606,1
219,2839,3
219,4046,2
219,6388,4
219,4101,1
219,8965,4
219,6209,5
219,5084,2
219,7587,4
219,4937,1
219,8689,1
220,1011,1
220,2084,2
220,1286,5
220,9029,5
220,3057,3
220,4222,1
220,9778,2
220,1826,4
220,694,1
220,8424,4
221,8472,4
221,1497,3
221,8226,3
221,1312,4
221,2875,1
221,3180,3
221,3196,5
221,4956,4
221,3198,4
221,6970,5
222,5096,2
222,9373,1
222,9831,5
222,2763,1
222,7057,2
222,1443,5
222,3756,1
222,9154,4
222,4721,3
222,3522,1
223,1334,2
223,8774,2
223,3860,2
223,5318,1
223,7881,1
223,4011,5
223,5334,1
223,1721,3
223,8594,4
223,6374,1
224,3622,1
224,3418,3
224,3473,2
224,6522,3
224,7315,3
224,6102,5
224,8224,4
224,9738,5
224,4021,3
224,9147,1
225,4700,4
225,8086,4
225,577,3
225,482,2
225,5606,1
225,3649,5
225,7169,2
225,8766,4
225,7638,5
225,8993,1
226,7758,4
226,4953,2
226,7624,1
226,1179,5
226,2865,5
226,9576,3
226,7454,1
226,102,4
226,9348,4
226,9592,4
227,2606,1
227,5150,1
227,5471,1
227,4664,1
227,2076,4
227,1080,2
227,2974,5
227,2756,4
227,420,4
227,2468,3
228,6636,5
228,9753,3
228,7761,4
228,6217,2
228,6984,3
228,8966,5
228,916,2
228,4610,5
228,9810,5
228,1706,4
229,1949,2
229,2669,3
229,4434,2
229,4288,3
229,480,4
229,80,5
229,6867,5
229,6137,2
229,1653,5
229,9637,5
230,7808,2
230,7120,5
230,5847,4
230,2490,1
230,5779,4
230,9180,2
230,1880,5
230,480,2
230,8144,3
230,7674,1
231,4401,2
231,6867,3
231,8213,5
231,3692,5
231,6640,2
231,2079,3
231,7073,3
231,4447,4
231,606,5
231,1763,3
232,8441,5
232,7725,1
232,4387,2
232,7768,1
232,3414,2
232,5888,2
232,5592,4
232,7219,5
232,5547,4
232,6453,3
233,4352,3
233,8855,4
233,7722,1
233,4729,2
233,7721,2
233,3506,5
233,91,1
233,4583,5
233,6367,4
233,367,2
234,4624,5
234,9793,1
234,7691,2
234,5621,3
234,9076,3
234,7755,4
234,8625,3
234,7597,4
234,7923,4
234,4903,5
235,9114,3
235,1256,3
235,7524,2
235,3886,2
235,1393,5
235,7467,4
235,8630,3
235,8889,3
235,7972,1
235,7688,3
236,6220,4
236,7236,3
236,1377,1
236,5675,3
236,4898,4
236,3200,1
236,3273,3
236,4071,2
236,6103,1
236,263,1
237,4813,3
237,9949,2
237,8746,2
237,2360,1
237,9549,4
237,5653,5
237,5396,1
237,5275,1
237,4933,5
237,6623,4
238,1806,3
238,3128,4
238,8568,1
238,6132,4
238,5161,5
238,8136,4
238,2439,1
238,8523,5
238,9564,3
238,5749,2
239,2103,5
239,1956,5
239,9158,1
239,3112,1
239,5560,3
239,3850,4
239,9058,1
239,4904,1
239,2899,4
239,7137,4
240,782,5
240,5043,2
240,7167,3
240,5024,3
240,1221,4
240,9132,4
240,8033,1
240,4226,5
240,1876,4
240,5899,1
241,2101,4
241,7656,4
241,7596,1
241,3985,3
241,1506,2
241,9457,2
241,7518,4
241,8722,1
241,1449,2
241,9106,4
242,5037,1
242,8053,1
242,1144,2
242,1417,3
242,7678,5
242,3766,4
242,8692,2
242,506,1
242,9999,1
242,6924,3
243,7908,2
243,3045,2
243,4723,5
243,4593,3
243,8618,4
243,5007,5
243,5306,4
243,6707,2
243,6032,4
243,1884,3
244,4116,5
244,7805,4
244,102,1
244,3253,5
244,2946,1
244,3545,1
244,7490,2
244,200,2
244,9308,4
244,6849,4
245,1235,4
245,4050,2
245,664,2
245,5689,3
245,9557,3
245,9364,5
245,6031,5
245,2064,2
245,1503,2
245,3986,5
246,2673,5
246,9073,5
246,9547,1
246,2733,3
246,5301,2
246,4991,2
246,6598,3
246,3335,5
246,6861,3
246,5069,4
247,4449,4
247,7242,1
247,8265,2
247,3064,4
247,2097,2
247,7004,1
247,2736,1
247,8157,4
247,2503,3
247,6727,3
248,9870,2
248,3425,5
248,4934,4
248,1642,3
248,5283,5
248,302,5
248,5571,2
248,5788,5
248,2016,4
248,1422,4
249,8052,1
249,7839,1
249,8481,4
249,3277,5
249,9235,2
249,7782,1
249,6399,4
249,6477,2
249,3817,3
249,3646,1
250,2089,5
250,1068,3
250,1790,5
250,2876,5
250,2368,4
250,5223,5
250,9077,5
250,7200,2
250,5231,3
250,9538,1
251,844,1
251,2543,3
251,2509,1
251,52,3
251,10046,3
251,2028,5
251,81,4
251,1416,5
251,1559,4
251,202,5
252,8875,2
252,4154,3
